Time,Temperature_Fahrenheit,Relative_Humidity
2021-07-17 16:04:00,81.68,66.9
2021-07-17 16:34:00,81.5,66.6
2021-07-17 17:04:00,81.32,66.3
2021-07-17 17:34:00,81.32,66.3
2021-07-17 18:04:00,80.96,66.1
2021-07-17 18:34:00,80.42,66.1
2021-07-17 19:04:00,79.88,66.3
2021-07-17 19:34:00,78.98,66.6
2021-07-17 20:04:00,78.26,66.9
2021-07-17 20:34:00,77.72,67.2
2021-07-17 21:04:00,77,68
2021-07-17 21:34:00,76.64,68.2
2021-07-17 22:04:00,76.1,68.8
2021-07-17 22:34:00,75.74,69.1
2021-07-17 23:04:00,75.92,68.9
2021-07-17 23:34:00,75.56,69.4
2021-07-18 00:04:00,75.38,69.6
2021-07-18 00:34:00,74.84,70.2
2021-07-18 01:04:00,74.3,70.9
2021-07-18 01:34:00,73.76,71.7
2021-07-18 02:04:00,73.4,71.9
2021-07-18 02:34:00,73.04,72.5
2021-07-18 03:04:00,73.22,71.8
2021-07-18 03:34:00,72.68,72.2
2021-07-18 04:04:00,72.32,72.5
2021-07-18 04:34:00,72.32,72.8
2021-07-18 05:04:00,71.96,73.2
2021-07-18 05:34:00,71.96,74
2021-07-18 06:04:00,71.96,74.1
2021-07-18 06:34:00,71.96,74.5
2021-07-18 07:04:00,72.86,72.9
2021-07-18 07:34:00,73.76,71.8
2021-07-18 08:04:00,74.48,71.4
2021-07-18 08:34:00,75.02,70.9
2021-07-18 09:04:00,75.56,70.6
2021-07-18 09:34:00,77.18,69.8
2021-07-18 10:04:00,78.62,69.2
2021-07-18 10:34:00,78.26,69.5
2021-07-18 11:04:00,79.52,68.8
2021-07-18 11:34:00,79.88,68.9
2021-07-18 12:04:00,80.06,68.9
2021-07-18 12:34:00,80.24,68.9
2021-07-18 13:04:00,80.24,68.6
2021-07-18 13:34:00,80.24,68.3
2021-07-18 14:04:00,80.96,67.4
2021-07-18 14:34:00,81.86,67
2021-07-18 15:04:00,81.32,67.2
2021-07-18 15:34:00,80.6,67.2
2021-07-18 16:04:00,79.88,67.1
2021-07-18 16:34:00,79.88,67.5
2021-07-18 17:04:00,79.7,67.2
2021-07-18 17:34:00,79.88,67
2021-07-18 18:04:00,79.7,66.7
2021-07-18 18:34:00,79.34,66.6
2021-07-18 19:04:00,78.98,66.4
2021-07-18 19:34:00,78.62,66.3
2021-07-18 20:04:00,77.9,66.6
2021-07-18 20:34:00,77.36,67.1
2021-07-18 21:04:00,76.82,67.5
2021-07-18 21:34:00,76.1,68.1
2021-07-18 22:04:00,75.56,68.9
2021-07-18 22:34:00,75.02,69.6
2021-07-18 23:04:00,74.84,69.7
2021-07-18 23:34:00,74.66,69.8
2021-07-19 00:04:00,75.02,69.5
2021-07-19 00:34:00,75.02,69.2
2021-07-19 01:04:00,74.12,70.2
2021-07-19 01:34:00,73.76,71.1
2021-07-19 02:04:00,73.22,71.9
2021-07-19 02:34:00,73.4,71.7
2021-07-19 03:04:00,72.32,72.4
2021-07-19 03:34:00,71.78,72.5
2021-07-19 04:04:00,71.78,72.9
2021-07-19 04:34:00,71.96,73.2
2021-07-19 05:04:00,71.96,73.4
2021-07-19 05:34:00,72.14,73.2
2021-07-19 06:04:00,72.32,72.8
2021-07-19 06:34:00,72.5,72.4
2021-07-19 07:04:00,72.86,71.8
2021-07-19 07:34:00,73.4,71.2
2021-07-19 08:04:00,73.94,71.3
2021-07-19 08:34:00,74.66,71.4
2021-07-19 09:04:00,75.56,71.9
2021-07-19 09:34:00,76.1,71.9
2021-07-19 10:04:00,77.36,71.2
2021-07-19 10:34:00,78.98,69.2
2021-07-19 11:04:00,78.44,69.2
2021-07-19 11:34:00,78.8,68.5
2021-07-19 12:04:00,78.98,68.4
2021-07-19 12:34:00,79.88,67.7
2021-07-19 13:04:00,80.96,65.9
2021-07-19 13:34:00,81.5,64.6
2021-07-19 14:04:00,82.22,63.7
2021-07-19 14:34:00,82.4,63.5
2021-07-19 15:04:00,81.86,64.9
2021-07-19 15:34:00,81.5,65.1
2021-07-19 16:04:00,81.5,64.5
2021-07-19 16:34:00,81.68,64.5
2021-07-19 17:04:00,81.68,64.3
2021-07-19 17:34:00,81.5,63.8
2021-07-19 18:04:00,81.14,63.9
2021-07-19 18:34:00,80.6,64.1
2021-07-19 19:04:00,79.88,63.8
2021-07-19 19:34:00,78.98,64.3
2021-07-19 20:04:00,78.26,64.9
2021-07-19 20:34:00,77.72,65.4
2021-07-19 21:04:00,77.18,66.1
2021-07-19 21:34:00,76.82,66.6
2021-07-19 22:04:00,76.28,67.2
2021-07-19 22:34:00,75.92,67.7
2021-07-19 23:04:00,76.1,67.5
2021-07-19 23:34:00,75.74,68
2021-07-20 00:04:00,75.02,69
2021-07-20 00:34:00,75.2,68.6
2021-07-20 01:04:00,75.02,68.8
2021-07-20 01:34:00,75.02,68.9
2021-07-20 02:04:00,74.12,70.1
2021-07-20 02:34:00,73.4,70.8
2021-07-20 03:04:00,73.76,70.2
2021-07-20 03:34:00,73.76,69.9
2021-07-20 04:04:00,72.86,70.9
2021-07-20 04:34:00,72.5,71.5
2021-07-20 05:04:00,72.32,72
2021-07-20 05:34:00,71.78,72.4
2021-07-20 06:04:00,71.42,72.3
2021-07-20 06:34:00,71.6,72.3
2021-07-20 07:04:00,73.04,70.3
2021-07-20 07:34:00,74.12,69.3
2021-07-20 08:04:00,75.02,69
2021-07-20 08:34:00,75.92,68.7
2021-07-20 09:04:00,76.82,68.4
2021-07-20 09:34:00,77.18,67.6
2021-07-20 10:04:00,77.18,67.4
2021-07-20 10:34:00,77.9,66.8
2021-07-20 11:04:00,79.52,65.5
2021-07-20 11:34:00,80.6,64.3
2021-07-20 12:04:00,80.42,64.6
2021-07-20 12:34:00,81.32,63.8
2021-07-20 13:04:00,80.6,63.8
2021-07-20 13:34:00,80.96,63.7
2021-07-20 14:04:00,80.42,64.6
2021-09-04 11:04:00,96.08,42
2021-09-04 11:34:00,97.16,41.5
2021-09-04 12:04:00,100,39.3
2021-09-04 12:34:00,99.86,39.2
2021-09-04 13:04:00,98.96,39.3
2021-09-04 13:34:00,97.7,40
2021-09-04 14:04:00,98.6,38.8
2021-09-04 14:34:00,98.42,38.8
2021-09-04 15:04:00,97.7,39
2021-09-04 15:34:00,96.62,39.6
2021-09-04 16:04:00,94.46,41
2021-09-04 16:34:00,92.66,42.8
2021-09-04 17:04:00,90.5,45.7
2021-09-04 17:34:00,88.16,47.4
2021-09-04 18:04:00,85.82,48.6
2021-09-04 18:34:00,83.12,51.4
2021-09-04 19:04:00,80.42,54.2
2021-09-04 19:34:00,78.44,56.8
2021-09-04 20:04:00,77,58.7
2021-09-04 20:34:00,75.92,60.5
2021-09-04 21:04:00,75.02,61.4
2021-09-04 21:34:00,74.12,62.2
2021-09-04 22:04:00,73.58,63.3
2021-09-04 22:34:00,72.86,64.9
2021-09-04 23:04:00,72.32,65
2021-09-04 23:34:00,71.78,66
2021-09-05 00:04:00,71.24,66.6
2021-09-05 00:34:00,70.52,67.3
2021-09-05 01:04:00,70.34,68.2
2021-09-05 01:34:00,69.98,68.5
2021-09-05 02:04:00,69.8,69.1
2021-09-05 02:34:00,69.62,69.6
2021-09-05 03:04:00,69.26,69.7
2021-09-05 03:34:00,68.72,70.8
2021-09-05 04:04:00,68.72,70.4
2021-09-05 04:34:00,68.54,70.6
2021-09-05 05:04:00,68.18,70.5
2021-09-05 05:34:00,67.82,71.5
2021-09-05 06:04:00,67.64,71.5
2021-09-05 06:34:00,67.82,71.9
2021-09-05 07:04:00,70.88,69.1
2021-09-05 07:34:00,74.3,65.1
2021-09-05 08:04:00,78.62,61.3
2021-09-05 08:34:00,83.48,56.4
2021-09-05 09:04:00,86.18,50.9
2021-09-05 09:34:00,89.6,47.2
2021-09-05 10:04:00,90.14,46.5
2021-09-05 10:34:00,95.36,43.4
2021-09-05 11:04:00,96.26,41.9
2021-09-05 11:34:00,92.12,45.8
2021-09-05 12:04:00,87.26,50.6
2021-09-05 12:34:00,84.92,53
2021-09-05 13:04:00,90.5,47.3
2021-09-05 13:34:00,96.8,42.7
2021-09-05 14:04:00,92.84,46.4
2021-09-05 14:34:00,91.76,47.1
2021-09-05 15:04:00,88.88,49.8
2021-09-05 15:34:00,84.92,52.5
2021-09-05 16:04:00,84.02,54.4
2021-09-05 16:34:00,83.84,54.5
2021-09-05 17:04:00,83.66,54.7
2021-09-05 17:34:00,83.66,54.4
2021-09-05 18:04:00,82.22,55.7
2021-09-05 18:34:00,80.6,57.3
2021-09-05 19:04:00,78.8,59.1
2021-09-05 19:34:00,77.54,60.9
2021-09-05 20:04:00,76.1,62.3
2021-09-05 20:34:00,75.56,63
2021-09-05 21:04:00,75.2,63.3
2021-09-05 21:34:00,74.3,64.3
2021-09-05 22:04:00,73.22,66
2021-09-05 22:34:00,72.32,67
2021-09-05 23:04:00,71.06,68.1
2021-09-05 23:34:00,70.16,68.7
2021-09-06 00:04:00,69.62,69.1
2021-09-06 00:34:00,68.9,69.5
2021-09-06 01:04:00,68.18,70.8
2021-09-06 01:34:00,67.46,70.9
2021-09-06 02:04:00,66.92,71.8
2021-09-06 02:34:00,66.92,72
2021-09-06 03:04:00,67.1,71.9
2021-09-06 03:34:00,66.92,72.6
2021-09-06 04:04:00,67.64,72.4
2021-09-06 04:34:00,67.82,73.1
2021-09-06 05:04:00,68,73.5
2021-09-06 05:34:00,68.54,73.2
2021-09-06 06:04:00,68.72,73.2
2021-09-06 06:34:00,68.9,73.5
2021-09-06 07:04:00,70.52,72.4
2021-09-06 07:34:00,71.42,72.4
2021-09-06 08:04:00,73.94,69.4
2021-09-06 08:34:00,79.16,62.4
2021-09-06 09:04:00,81.5,59
2021-09-06 09:34:00,80.42,60.7
2021-09-06 10:04:00,80.06,60.9
2021-09-06 10:34:00,89.24,50.8
2021-09-06 11:04:00,93.56,46.7
2021-09-06 11:34:00,98.06,42.7
2021-09-06 12:04:00,96.08,43.6
2021-09-06 12:34:00,93.02,46.5
2021-09-06 13:04:00,90.68,48.5
2021-09-06 13:34:00,89.96,48.8
2021-09-06 14:04:00,87.98,50.5
2021-09-06 14:34:00,90.32,47.6
2021-09-06 15:04:00,91.22,46.8
2021-09-06 15:34:00,92.3,45.7
2021-09-06 16:04:00,91.22,46.6
2021-09-06 16:34:00,89.78,47.9
2021-09-06 17:04:00,89.06,48.1
2021-09-06 17:34:00,85.82,51.7
2021-09-06 18:04:00,83.66,53.9
2021-09-06 18:34:00,80.78,56.5
2021-09-06 19:04:00,78.44,59.9
2021-09-06 19:34:00,76.64,61.8
2021-09-06 20:04:00,75.38,63.4
2021-09-06 20:34:00,74.66,64.7
2021-09-06 21:04:00,73.94,65.7
2021-09-06 21:34:00,73.22,66.8
2021-09-06 22:04:00,72.86,67.9
2021-09-06 22:34:00,72.32,68.3
2021-09-06 23:04:00,71.6,68.9
2021-09-06 23:34:00,70.88,70
2021-09-07 00:04:00,70.34,70.6
2021-09-07 00:34:00,69.8,70.6
2021-09-07 01:04:00,69.62,71.5
2021-09-07 01:34:00,69.44,71.9
2021-09-07 02:04:00,69.08,72.8
2021-09-07 02:34:00,68.72,72.9
2021-09-07 03:04:00,68.72,73.3
2021-09-07 03:34:00,68.18,73.7
2021-09-07 04:04:00,67.46,74.6
2021-09-07 04:34:00,66.74,74
2021-09-07 05:04:00,66.2,74.3
2021-09-07 05:34:00,66.02,75.3
2021-09-07 06:04:00,65.48,75.4
2021-09-07 06:34:00,66.2,76.5
2021-09-07 07:04:00,69.62,74.1
2021-09-07 07:34:00,73.58,69
2021-09-07 08:04:00,77.36,65.2
2021-09-07 08:34:00,81.86,61
2021-09-07 09:04:00,86,55.7
2021-09-07 09:34:00,89.06,51.4
2021-09-07 10:04:00,91.22,48.8
2021-09-07 10:34:00,93.38,45.9
2021-09-07 11:04:00,94.28,44.9
2021-09-07 11:34:00,95.18,44.2
2021-09-07 12:04:00,95.36,43.6
2021-09-07 12:34:00,95.9,43.8
2021-09-07 13:04:00,96.62,41.8
2021-09-07 13:34:00,96.98,40.7
2021-09-07 14:04:00,96.26,41.4
2021-09-07 14:34:00,96.26,41.2
2021-09-07 15:04:00,95,42.2
2021-09-07 15:34:00,93.92,43
2021-09-07 16:04:00,93.2,43.6
2021-09-07 16:34:00,91.58,45
2021-09-07 17:04:00,89.42,47.2
2021-09-07 17:34:00,86.9,48.7
2021-09-07 18:04:00,84.38,50.8
2021-09-07 18:34:00,81.68,54.3
2021-09-07 19:04:00,78.98,57.1
2021-09-07 19:34:00,77.36,59.7
2021-09-07 20:04:00,76.1,61.1
2021-09-07 20:34:00,75.02,62.4
2021-09-07 21:04:00,74.3,63.3
2021-09-07 21:34:00,73.76,63.9
2021-09-07 22:04:00,73.22,65.2
2021-09-07 22:34:00,72.68,66.1
2021-09-07 23:04:00,72.32,67.1
2021-09-07 23:34:00,72.14,67.5
2021-09-08 00:04:00,71.6,68
2021-09-08 00:34:00,71.42,68.4
2021-09-08 01:04:00,70.7,69.7
2021-09-08 01:34:00,70.34,70
2021-09-08 02:04:00,69.62,71
2021-09-08 02:34:00,68.72,71.1
2021-09-08 03:04:00,68.54,71.9
2021-09-08 03:34:00,68.36,72.2
2021-09-08 04:04:00,68.18,72.2
2021-09-08 04:34:00,68,73.1
2021-09-08 05:04:00,66.92,73.3
2021-09-08 05:34:00,66.38,73.6
2021-09-08 06:04:00,65.84,74.1
2021-09-08 06:34:00,65.66,74.1
2021-09-08 07:04:00,68.36,73.2
2021-09-08 07:34:00,73.4,67.5
2021-09-08 08:04:00,78.98,60.7
2021-09-08 08:34:00,84.56,55.1
2021-09-08 09:04:00,89.6,50.1
2021-09-08 09:34:00,89.6,48.2
2021-09-08 10:04:00,85.82,51.8
2021-09-08 10:34:00,84.02,53.7
2021-09-08 11:04:00,83.12,55.1
2021-09-08 11:34:00,82.22,55.9
2021-09-08 12:04:00,85.46,53.1
2021-09-08 12:34:00,92.12,46
2021-09-08 13:04:00,94.64,43.6
2021-09-08 13:34:00,94.82,43.3
2021-09-08 14:04:00,94.46,43.7
2021-09-08 14:34:00,93.2,44
2021-09-08 15:04:00,91.94,45.2
2021-09-08 15:34:00,91.04,44.9
2021-09-08 16:04:00,89.42,45.9
2021-09-08 16:34:00,88.34,47.8
2021-09-08 17:04:00,86.54,50.4
2021-09-08 17:34:00,85.28,51.6
2021-09-08 18:04:00,83.66,53.4
2021-09-08 18:34:00,81.14,56.1
2021-09-08 19:04:00,78.8,58.7
2021-09-08 19:34:00,77.18,61
2021-09-08 20:04:00,75.92,62.5
2021-09-08 20:34:00,75.02,64
2021-09-08 21:04:00,74.3,64.9
2021-09-08 21:34:00,73.58,65.7
2021-09-08 22:04:00,73.4,65.7
2021-09-08 22:34:00,72.86,66
2021-09-08 23:04:00,72.14,67
2021-09-08 23:34:00,71.42,68.2
2021-09-09 00:04:00,70.88,68.9
2021-09-09 00:34:00,70.7,69.4
2021-09-09 01:04:00,70.34,69.6
2021-09-09 01:34:00,69.98,69.7
2021-09-09 02:04:00,69.62,70.4
2021-09-09 02:34:00,69.62,70.8
2021-09-09 03:04:00,69.44,71.2
2021-09-09 03:34:00,69.08,71.1
2021-09-09 04:04:00,68.72,71.3
2021-09-09 04:34:00,68.72,72.3
2021-09-09 05:04:00,68.18,72.7
2021-09-09 05:34:00,68,72.9
2021-09-09 06:04:00,68,73.5
2021-09-09 06:34:00,68,74.4
2021-09-09 07:04:00,70.7,71.6
2021-09-09 07:34:00,74.12,68
2021-09-09 08:04:00,78.26,62.7
2021-09-09 08:34:00,82.58,57.8
2021-09-09 09:04:00,86.54,53.9
2021-09-09 09:34:00,89.6,49.9
2021-09-09 10:04:00,90.14,48.7
2021-09-09 10:34:00,91.4,48.1
2021-09-09 11:04:00,93.02,45.1
2021-09-09 11:34:00,94.1,43.9
2021-09-09 12:04:00,94.46,43
2021-09-09 12:34:00,95,43
2021-09-09 13:04:00,95,42.3
2021-09-09 13:34:00,95.18,41.7
2021-09-09 14:04:00,93.56,41.2
2021-09-09 14:34:00,93.2,40.9
2021-09-09 15:04:00,92.12,41
2021-09-09 15:34:00,91.76,41.2
2021-09-09 16:04:00,91.4,41.3
2021-09-09 16:34:00,90.32,42.5
2021-09-09 17:04:00,88.52,44.2
2021-09-09 17:34:00,86.72,45.8
2021-09-09 18:04:00,84.56,48.6
2021-09-09 18:34:00,81.68,52
2021-09-09 19:04:00,78.8,54.9
2021-09-09 19:34:00,76.64,57.8
2021-09-09 20:04:00,75.38,59.2
2021-09-09 20:34:00,74.12,60.7
2021-09-09 21:04:00,73.04,62.3
2021-09-09 21:34:00,72.14,63.6
2021-09-09 22:04:00,71.78,63.7
2021-09-09 22:34:00,71.24,64.5
2021-09-09 23:04:00,70.7,65
2021-09-09 23:34:00,70.52,65.7
2021-09-10 00:04:00,69.98,66.6
2021-09-10 00:34:00,69.44,66.1
2021-09-10 01:04:00,68.9,66.7
2021-09-10 01:34:00,68.36,67.8
2021-09-10 02:04:00,68.18,68.2
2021-09-10 02:34:00,68.18,68.1
2021-09-10 03:04:00,68.18,68.9
2021-09-10 03:34:00,68,68.8
2021-09-10 04:04:00,68.36,68.9
2021-09-10 04:34:00,68.36,68.8
2021-09-10 05:04:00,68.54,68.7
2021-09-10 05:34:00,68.18,68.4
2021-09-10 06:04:00,67.82,69.9
2021-09-10 06:34:00,68.18,70.4
2021-09-10 07:04:00,71.06,68.2
2021-09-10 07:34:00,74.12,65.7
2021-09-10 08:04:00,79.52,60.7
2021-09-10 08:34:00,81.14,58.2
2021-09-10 09:04:00,83.66,55.9
2021-09-10 09:34:00,87.26,51.2
2021-09-10 10:04:00,89.78,48.1
2021-09-10 10:34:00,92.12,45.3
2021-09-10 11:04:00,94.1,42.3
2021-09-10 11:34:00,95.9,40.1
2021-09-10 12:04:00,96.8,38
2021-09-10 12:34:00,97.88,36.5
2021-09-10 13:04:00,98.78,36.5
2021-09-10 13:34:00,97.7,36.9
2021-09-10 14:04:00,95.9,38.1
2021-09-10 14:34:00,93.2,41.4
2021-09-10 15:04:00,90.5,43.5
2021-09-10 15:34:00,88.52,45.4
2021-09-10 16:04:00,90.5,42.2
2021-09-10 16:34:00,88.52,44.4
2021-09-10 17:04:00,87.62,45
2021-09-10 17:34:00,84.56,48
2021-09-10 18:04:00,81.86,50.6
2021-09-10 18:34:00,79.88,53
2021-09-10 19:04:00,78.26,54.4
2021-09-10 19:34:00,76.82,56.6
2021-09-10 20:04:00,75.56,58.2
2021-09-10 20:34:00,74.84,59.6
2021-09-10 21:04:00,74.12,60.4
2021-09-10 21:34:00,73.58,62.1
2021-09-10 22:04:00,73.04,63.3
2021-09-10 22:34:00,72.68,63.6
2021-09-10 23:04:00,72.32,64.7
2021-09-10 23:34:00,71.78,65.3
2021-09-11 00:04:00,71.06,65.6
2021-09-11 00:34:00,70.52,65.7
2021-09-11 01:04:00,70.34,67.2
2021-09-11 01:34:00,69.62,67.4
2021-09-11 02:04:00,69.44,67.8
2021-09-11 02:34:00,69.08,68.2
2021-09-11 03:04:00,68.72,68.8
2021-09-11 03:34:00,68.36,69.3
2021-09-11 04:04:00,68.18,69.1
2021-09-11 04:34:00,68,70.4
2021-09-11 05:04:00,68.18,70
2021-09-11 05:34:00,68,70.1
2021-09-11 06:04:00,68.18,70.8
2021-09-11 06:34:00,68.36,70.8
2021-09-11 07:04:00,71.24,68.8
2021-09-11 07:34:00,75.2,64.8
2021-09-11 08:04:00,80.42,59
2021-09-11 08:34:00,83.84,55.2
2021-09-11 09:04:00,88.7,48.6
2021-09-11 09:34:00,94.46,42.8
2021-09-11 10:04:00,98.42,39.3
2021-09-11 10:34:00,97.7,40.5
2021-09-11 11:04:00,97.88,40.4
2021-09-11 11:34:00,93.92,43.7
2021-09-11 12:04:00,90.68,45.9
2021-09-11 12:34:00,93.92,42.9
2021-09-11 13:04:00,96.44,41.3
2021-09-11 13:34:00,97.88,40
2021-09-11 14:04:00,99.68,38.3
2021-09-11 14:34:00,98.96,38.6
2021-09-11 15:04:00,98.06,40
2021-09-11 15:34:00,95,42.4
2021-09-11 16:04:00,92.66,44
2021-09-11 16:34:00,91.76,44.2
2021-09-11 17:04:00,88.52,46.8
2021-09-11 17:34:00,87.08,49
2021-09-11 18:04:00,85.1,50.5
2021-09-11 18:34:00,82.94,53.1
2021-09-11 19:04:00,80.24,56
2021-09-11 19:34:00,78.26,58.1
2021-09-11 20:04:00,77,60.4
2021-09-11 20:34:00,75.92,61.4
2021-09-11 21:04:00,75.02,62.3
2021-09-11 21:34:00,75.2,62.5
2021-09-11 22:04:00,74.48,63.3
2021-09-11 22:34:00,73.76,64.3
2021-09-11 23:04:00,73.22,65.1
2021-09-11 23:34:00,72.68,66.8
2021-09-12 00:04:00,72.32,66.4
2021-09-12 00:34:00,71.96,67.5
2021-09-12 01:04:00,71.24,68.4
2021-09-12 01:34:00,70.7,68.3
2021-09-12 02:04:00,70.52,69.1
2021-09-12 02:34:00,70.16,69.4
2021-09-12 03:04:00,70.34,70.2
2021-09-12 03:34:00,70.16,70.6
2021-09-12 04:04:00,69.98,71
2021-09-12 04:34:00,69.62,71.4
2021-09-12 05:04:00,69.62,71.5
2021-09-12 05:34:00,69.62,72.1
2021-09-12 06:04:00,69.98,72.5
2021-09-12 06:34:00,70.52,71.9
2021-09-12 07:04:00,73.4,68.8
2021-09-12 07:34:00,75.74,65.8
2021-09-12 08:04:00,81.32,60.1
2021-09-12 08:34:00,85.1,54.2
2021-09-12 09:04:00,89.96,48.9
2021-09-12 09:34:00,86.72,52.6
2021-09-12 10:04:00,92.3,46.7
2021-09-12 10:34:00,94.46,44.8
2021-09-12 11:04:00,91.58,46.5
2021-09-12 11:34:00,95.36,43.1
2021-09-12 12:04:00,91.58,45.8
2021-09-12 12:34:00,94.82,43.5
2021-09-12 13:04:00,98.06,40.2
2021-09-12 13:34:00,99.5,39.3
2021-09-12 14:04:00,95.9,42.1
2021-09-12 14:34:00,97.7,40.5
2021-09-12 15:04:00,96.26,41
2021-09-12 15:34:00,95.9,41.2
2021-09-12 16:04:00,94.1,42
2021-09-12 16:34:00,91.04,45.7
2021-09-12 17:04:00,88.88,47.6
2021-09-12 17:34:00,86.9,49
2021-09-12 18:04:00,84.56,50.9
